auction_date,type,term,cusip,reopening,offering_amount
2021-09-09,Bond,29-Year 11-Month,912810SZ2,Yes,24000000000
2021-09-21,Bond,19-Year 11-Month,912810TA6,Yes,24000000000
2021-09-27,Note,2-Year,91282CDA6,No,60000000000
2021-09-27,Note,5-Year,91282CCZ2,No,61000000000
2021-09-28,Note,7-Year,91282CCY5,No,62000000000
2021-10-12,Note,3-Year,91282CDB4,No,58000000000
2021-10-12,Note,9-Year 10-Month,91282CCS8,Yes,38000000000
2021-10-13,Bond,29-Year 10-Month,912810SZ2,Yes,24000000000
2021-10-20,Bond,19-Year 10-Month,912810TA6,Yes,24000000000
2021-10-26,Note,2-Year,91282CDD0,No,60000000000
2021-10-27,Note,5-Year,91282CDG3,No,61000000000
2021-10-28,Note,7-Year,91282CDF5,No,62000000000
2021-11-08,Note,3-Year,91282CDH1,No,56000000000
2021-11-09,Note,10-Year,91282CDJ7,No,39000000000
2021-11-10,Bond,30-Year,912810TB4,No,25000000000
2021-11-17,Bond,20-Year,912810TC2,No,23000000000
2021-11-22,Note,2-Year,91282CDM0,No,58000000000
2021-11-22,Note,5-Year,91282CDK4,No,59000000000
2021-11-23,Note,7-Year,91282CDL2,No,59000000000
2021-12-02,Bond,19-Year 11-Month,912810TC2,Yes,25000000
2021-12-07,Note,3-Year,91282CDN8,No,54000000000
2021-12-08,Note,9-Year 11-Month,91282CDJ7,Yes,36000000000
2021-12-09,Bond,29-Year 11-Month,912810TB4,Yes,22000000000
2021-12-21,Bond,19-Year 11-Month,912810TC2,Yes,20000000000
2021-12-27,Note,2-Year,91282CDR9,No,56000000000
2021-12-28,Note,5-Year,91282CDQ1,No,57000000000
2021-12-29,Note,7-Year,91282CDP3,No,56000000000
2022-01-11,Note,3-Year,91282CDS7,No,52000000000
2022-01-12,Note,9-Year 10-Month,91282CDJ7,Yes,36000000000
2022-01-13,Bond,29-Year 10-Month,912810TB4,Yes,22000000000
2022-01-19,Bond,19-Year 10-Month,912810TC2,Yes,20000000000
2022-01-24,Note,2-Year,91282CDV0,No,54000000000
2022-01-25,Note,5-Year,912828Z78,Yes,55000000000
2022-01-27,Note,7-Year,91282CDW8,No,53000000000
2022-02-08,Note,3-Year,91282CDZ1,No,50000000000
2022-02-09,Note,10-Year,91282CDY4,No,37000000000
2022-02-10,Bond,30-Year,912810TD0,No,23000000000
2022-02-16,Bond,20-Year,912810TF5,No,19000000000
2022-02-22,Note,2-Year,91282CEA5,No,52000000000
2022-02-23,Note,5-Year,91282CEC1,No,53000000000
2022-02-24,Note,7-Year,91282CEB3,No,50000000000
2022-03-08,Note,3-Year,91282CED9,No,48000000000
2022-03-09,Note,9-Year 11-Month,91282CDY4,Yes,34000000000
2022-03-10,Bond,29-Year 11-Month,912810TD0,Yes,20000000000
2022-03-23,Bond,19-Year 11-Month,912810TF5,Yes,16000000000
2022-03-28,Note,2-Year,91282CEG2,No,50000000000
2022-03-28,Note,5-Year,91282CEF4,No,51000000000
2022-03-29,Note,7-Year,91282CEE7,No,47000000000
2022-04-11,Note,3-Year,91282CEH0,No,46000000000
2022-04-12,Note,9-Year 10-Month,91282CDY4,Yes,34000000000
2022-04-13,Bond,29-Year 10-Month,912810TD0,Yes,20000000000
2022-04-20,Bond,19-Year 10-Month,912810TF5,Yes,16000000000
2022-04-26,Note,2-Year,91282CEK3,No,48000000000
2022-04-27,Note,5-Year,91282CEN7,No,49000000000
2022-04-28,Note,7-Year,91282CEM9,No,44000000000
2022-05-10,Note,3-Year,91282CEQ0,No,45000000000
2022-05-11,Note,10-Year,91282CEP2,No,36000000000
2022-05-12,Bond,30-Year,912810TG3,No,22000000000
2022-05-18,Bond,20-Year,912810TH1,No,17000000000
2022-05-24,Note,2-Year,91282CER8,No,47000000000
2022-05-25,Note,5-Year,91282CET4,No,48000000000
2022-05-26,Note,7-Year,91282CES6,No,42000000000
2022-06-07,Note,3-Year,91282CEU1,No,44000000000
2022-06-08,Note,9-Year 11-Month,91282CEP2,Yes,33000000000
2022-06-09,Bond,29-Year 11-Month,912810TG3,Yes,19000000000
2022-06-22,Bond,19-Year 11-Month,912810TH1,Yes,14000000000
2022-06-27,Note,2-Year,91282CEX5,No,46000000000
2022-06-27,Note,5-Year,91282CEW7,No,47000000000
2022-06-28,Note,7-Year,91282CEV9,No,40000000000
2022-07-11,Note,3-Year,91282CEY3,No,43000000000
2022-07-12,Note,9-Year 10-Month,91282CEP2,Yes,33000000000
2022-07-13,Bond,29-Year 10-Month,912810TG3,Yes,19000000000
2022-07-20,Bond,19-Year 10-Month,912810TH1,Yes,14000000000
2022-07-25,Note,2-Year,91282CFA4,No,45000000000
2022-07-26,Note,5-Year,91282CFB2,No,46000000000
2022-07-28,Note,7-Year,91282CFC0,No,38000000000
2022-08-09,Note,3-Year,91282CFE6,No,42000000000
2022-08-10,Note,10-Year,91282CFF3,No,35000000000
2022-08-11,Bond,30-Year,912810TJ7,No,21000000000
2022-08-17,Bond,20-Year,912810TK4,No,15000000000
2022-08-23,Note,2-Year,91282CFG1,No,44000000000
2022-08-24,Note,5-Year,91282CFH9,No,45000000000
2022-08-25,Note,7-Year,91282CFJ5,No,37000000000
2022-09-12,Note,3-Year,91282CFK2,No,41000000000
2022-09-12,Note,9-Year 11-Month,91282CFF3,Yes,32000000000
2022-09-13,Bond,29-Year 11-Month,912810TJ7,Yes,18000000000
2022-09-20,Bond,19-Year 11-Month,912810TK4,Yes,12000000000
2022-09-26,Note,2-Year,91282CFN6,No,43000000000
2022-09-27,Note,5-Year,91282CFM8,No,44000000000
2022-09-28,Note,7-Year,91282CFL0,No,36000000000
2022-10-11,Note,3-Year,91282CFP1,No,40000000000
2022-10-12,Note,9-Year 10-Month,91282CFF3,Yes,32000000000
2022-10-13,Bond,29-Year 10-Month,912810TJ7,Yes,18000000000
2022-10-19,Bond,19-Year 10-Month,912810TK4,Yes,12000000000
2022-10-25,Note,2-Year,91282CFQ9,No,42000000000
2022-10-26,Note,5-Year,91282CFU0,No,43000000000
2022-10-27,Note,7-Year,91282CFT3,No,35000000000
2022-11-08,Note,3-Year,91282CFW6,No,40000000000
2022-11-09,Note,10-Year,91282CFV8,No,35000000000
2022-11-10,Bond,30-Year,912810TL2,No,21000000000
2022-11-16,Bond,20-Year,912810TM0,No,15000000000
2022-11-21,Note,2-Year,91282CFX4,No,42000000000
2022-11-21,Note,5-Year,91282CFZ9,No,43000000000
2022-11-22,Note,7-Year,91282CFY2,No,35000000000
2022-12-12,Note,3-Year,91282CGA3,No,40000000000
2022-12-12,Note,9-Year 11-Month,91282CFV8,Yes,32000000000
2022-12-13,Bond,29-Year 11-Month,912810TL2,Yes,18000000000
2022-12-21,Bond,19-Year 11-Month,912810TM0,Yes,12000000000
2022-12-27,Note,2-Year,91282CGD7,No,42000000000
2022-12-28,Note,5-Year,91282CGC9,No,43000000000
2022-12-29,Note,7-Year,91282CGB1,No,35000000000
2023-01-10,Note,3-Year,91282CGE5,No,40000000000
2023-01-11,Note,9-Year 10-Month,91282CFV8,Yes,32000000000
2023-01-12,Bond,29-Year 10-Month,912810TL2,Yes,18000000000
2023-01-18,Bond,19-Year 10-Month,912810TM0,Yes,12000000000
2023-01-24,Note,2-Year,91282CGG0,No,42000000000
2023-01-25,Note,5-Year,91282CGH8,No,43000000000
2023-01-26,Note,7-Year,91282CGJ4,No,35000000000
2023-02-07,Note,3-Year,91282CGL9,No,40000000000
2023-02-08,Note,10-Year,91282CGM7,No,35000000000
2023-02-09,Bond,30-Year,912810TN8,No,21000000000
2023-02-15,Bond,20-Year,912810TQ1,No,15000000000
2023-02-21,Note,2-Year,91282CGN5,No,42000000000
2023-02-22,Note,5-Year,91282CGP0,No,43000000000
2023-02-23,Note,7-Year,91282CGQ8,No,35000000000
2023-03-07,Note,3-Year,91282CGR6,No,40000000000
2023-03-08,Note,9-Year 11-Month,91282CGM7,Yes,32000000000
2023-03-09,Bond,29-Year 11-Month,912810TN8,Yes,18000000000
2023-03-21,Bond,19-Year 11-Month,912810TQ1,Yes,12000000000
2023-03-27,Note,2-Year,91282CGU9,No,42000000000
2023-03-28,Note,5-Year,91282CGT2,No,43000000000
2023-03-29,Note,7-Year,91282CGS4,No,35000000000
2023-04-11,Note,3-Year,91282CGV7,No,40000000000
2023-04-12,Note,9-Year 10-Month,91282CGM7,Yes,32000000000
2023-04-13,Bond,29-Year 10-Month,912810TN8,Yes,18000000000
2023-04-19,Bond,19-Year 10-Month,912810TQ1,Yes,12000000000
2023-04-25,Note,2-Year,91282CGX3,No,42000000000
2023-04-26,Note,5-Year,91282CHA2,No,43000000000
2023-04-27,Note,7-Year,91282CGZ8,No,35000000000
2023-05-09,Note,3-Year,91282CHB0,No,40000000000
